region;code_parcelle;ID_Parcelle;plante_reference;commune;code_postal;code_insee;parcelle_active;nom_parcelle;lieu_dit;climat;typo_pays_principale;bassin_prod__principal;typo_pays_secondaire;bassin_prod__secondaire;topographie;altitude;pourcent_pente;surface;plan_eau;exposition;orientation_vent;enclave;corridor;drain;commentaire_parcelle;orientation_rang_vigne;annee_plantation_vigne;ecart_rang_vigne;precedent_cultural_vigne;desifection_vigne;fumigation_vigne;devitalisation_cep_vigne;arrachage_avec_defonc_vigne;arrachage_sans_defonc_vigne;apport_fumure_vigne;nature_fumure_vigne;tonnage_vigne;fractionnement_vigne;commentaire_vigne;derniere_modif_parcelle_par;derniere_modif_parcelle_le;derniere_modif_donnees_agro_par;derniere_modif_donnees_agro_le;derniere_modif_pratiques_par;derniere_modif_pratiques_le;ID;NOM;NOM_M;INSEE_COM;SAU_2020;SAU_BIO_20;IFT_H0;IFT_T0;IFT_T_hbc0;IFT_T_HH0;cod_c_maj;cod_c_hbc;cod_c_h;c_maj;c_ift_h;c_ift_hbc;p_bio_0;p_bc_0;IFT_T;IFT_T_hbc;IFT_H;IFT_T_HH;IFT_HHhbc;IFTbc;p_bio;p_bc;p_sau
NOUVELLE-AQUITAINE;AQ-043;572;Vigne;LEOGNAN;33850;33238;t;AQ-043;AV. de Bordeaux;Semi-ocÃ©anique;Paysage mixte;Bassin viticole;Zone forestiÃ¨re;Bassin viticole;Plaine;25;2 Ã  5 %;0.70;f;Plein soleil;Ouest;f;f;f;;Dans le sens de la pente ;1997;1.00;Information inconnue;Information inconnue;f;f;f;f;f;Information inconnue;;;;CÃ©lia PETITCOLLIN;27/04/2023;CÃ©lia PETITCOLLIN;30/03/2023;CÃ©lia PETITCOLLIN;24/01/2023;COMMUNE_0000000009756118;Léognan;LEOGNAN;33238;730.37;120.26;0.33;14.39;11.49;14.06;vigne;vigne;aucune;Vigne;Vigne;Vigne;16;20;14.39;11.49;0.33;14.06;11.17;2.89;16;20;18
PAYS DE LOIRE;PDL-19;111;Vigne;LES GARENNES SUR LOIRE;49610;49167;t;Les friches;Les friches;OcÃ©anique Ã  semi-ocÃ©anique nord;Paysage mixte;Bassin viticole;BÃ¢tis, milieu rural;Bassin viticole;Plaine;41;2 Ã  5 %;1.88;f;Plein soleil;Ouest;f;t;f;;Dans le sens de la pente ;1975;1.85;Vigne;Pas d'intervention;f;f;f;t;t;Organique;8.0;0.0;;JÃ©rÃ©my GOURDIEN;05/06/2023;Celine BOISARD;03/11/2022;Celine BOISARD;06/12/2022;COMMUNE_0000000009745497;Les Garennes sur Loire;LES GARENNES SUR LOIRE;49167;1115.32;349.94;0.51;4.62;3.62;4.11;vigne;vigne;MIS;Vigne;Maïs;Vigne;31;22;4.62;3.62;0.51;4.11;3.11;1.01;31;22;44
ILE-DE-FRANCE;IF-091-02;516;Ble;LES GRANGES-LE-ROI;91410;91284;t;Bas Couture;La Couture;OcÃ©anique Ã  semi-ocÃ©anique nord;Open field;Zone de grandes cultures;BÃ¢tis, milieu suburbain;Zone de grandes cultures;Plaine;156;Nulle;26.78;f;Plein soleil;Sud-Ouest;f;f;f;;;;;;;;;;;;;;;;Camila ANDRADE;04/06/2019;CÃ©line GUILLEM;27/04/2023;CÃ©line GUILLEM;01/06/2023;COMMUNE_0000000009739310;Les Granges-le-Roi;LES GRANGES-LE-ROI;91284;684.88;0;1.94;5.65;5.59;3.72;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;1;5.65;5.59;1.94;3.72;3.65;0.07;0;1;54
AUVERGNE-RHÃ”NE-ALPES;AUV15-2;296;Ble;LEUCAMP;15120;15103;t;LA CROIX;BENASSAC;Montagnard;Zone de montagne;Zone d'Ã©levage;Information inconnue;Zone d'Ã©levage;Autres;600;1 Ã  2%;2.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Eva FICHET;29/06/2021;Eva FICHET;04/02/2022;Eva FICHET;04/02/2022;COMMUNE_0000000009755992;Leucamp;LEUCAMP;15103;414.28;46.9;0.14;0.31;0.31;0.17;PPH;MIE;MIE;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Maïs ensilage;Maïs ensilage;11;1;0.31;0.31;0.14;0.17;0.17;0;11;1;30
CENTRE-VAL DE LOIRE;CENTRE-18-1-Om;487;Ble;LEVET;18340;18126;t;CENTRE-18-1-Om;Le clos landry;Semi-ocÃ©anique;Open field;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;167;Nulle;31.00;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Maryse MERIEAU;09/06/2021;Sandrine HERSEMEULE;09/06/2023;Sandrine HERSEMEULE;09/06/2023;COMMUNE_0000000009747525;Levet;LEVET;18126;1851.51;51.42;1.65;4.02;4;2.36;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;3;0;4.02;4;1.65;2.36;2.34;0.02;3;0;71
CENTRE-VAL DE LOIRE;CENTRE-18-2-Co;194;Ble;LEVET;18340;18126;t;Noyer argile;Montavelange;Semi-ocÃ©anique;Open field;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;169;1 Ã  2%;33.00;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Maryse MERIEAU;09/06/2021;Sandrine HERSEMEULE;09/06/2023;Sandrine HERSEMEULE;09/06/2023;COMMUNE_0000000009747525;Levet;LEVET;18126;1851.51;51.42;1.65;4.02;4;2.36;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;3;0;4.02;4;1.65;2.36;2.34;0.02;3;0;71
AUVERGNE-RHÃ”NE-ALPES;AUV15-4;486;Ble;LEYNHAC;15600;15104;t;LE PUECH;MARTORY;Montagnard;Bocage Ã  dominante polyculture Ã©levage;Zone d'Ã©levage;Information inconnue;Zone d'Ã©levage;Bas de coteau;500;5 Ã  10 %;2.00;f;Plein soleil;Est;f;t;f;;;;;;;;;;;;;;;;Eva FICHET;29/06/2021;Eva FICHET;23/02/2022;Eva FICHET;23/02/2022;COMMUNE_0000000009756000;Leynhac;LEYNHAC;15104;1836.46;315.76;0.12;0.27;0.26;0.14;PPH;BTH;MIE;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Maïs ensilage;Blé tendre d’hiver;17;1;0.27;0.26;0.12;0.14;0.14;0;17;1;66
OCCITANIE;MP_GAR_AM_B2;480;Ble;LHERM;31600;31299;t;Pastoureau;Pastoureau;OcÃ©anique Ã  semi ocÃ©anique sud;Open field;;BÃ¢tis, milieu urbain;;Plaine;194;Nulle;20.09;f;Plein soleil;;f;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;Barbara CICHOSZ;25/10/2021;Barbara CICHOSZ;27/10/2021;COMMUNE_0000000009760967;Lherm;LHERM;31299;1835.35;346.03;0.8;1.77;1.76;0.97;MIS;MIS;MIS;Maïs;Maïs;Maïs;19;0;1.77;1.76;0.8;0.97;0.96;0.01;19;0;67
CORSE;LING;73;Vigne;LINGUIZZETTA;20230;2B143;t;LINGUIZZETTA vigne;;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Bassin viticole;Autres;Bassin viticole;Bas de coteau;45;2 Ã  5 %;0.72;t;Plein soleil;Information inconnue;f;t;f;;Dans le sens de la pente ;1998;3.00;Vigne;Pas d'intervention;f;f;t;f;t;Organique;4.0;1.0;;Camila ANDRADE;03/06/2019;Yohan PETIT;09/07/2018;Yohan PETIT;09/07/2018;COMMUNE_0000000009763400;Linguizzetta;LINGUIZZETTA;2B143;3555.25;668.13;0.1;2.41;2.17;2.3;PPH;vigne;BTH;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Blé tendre d’hiver;Vigne;19;10;2.41;2.17;0.1;2.3;2.07;0.23;19;10;55
PROVENCE-ALPES-COTE D'AZUR;PACA-19;558;Salade;L'ISLE-SUR-LA-SORGUE;84803;84054;t;PACA-19;Villa;MÃ©diterranÃ©en, zone de l'olivier;BÃ¢tis, milieu rural;Zone maraÃ®chÃ¨re;Paysage mixte;Zone maraÃ®chÃ¨re;Plaine;30;Nulle;0.60;f;Plein soleil;Nord;f;f;f;;;;;;;;;;;;;;;;JÃ©rÃ´me LAMBION;18/05/2022;JÃ©rÃ´me LAMBION;19/01/2023;JÃ©rÃ´me LAMBION;19/01/2023;COMMUNE_0000000009758729;L'Isle-sur-la-Sorgue;L'ISLE-SUR-LA-SORGUE;84054;1310.75;352.84;0.28;13.01;9.66;12.73;VRG;VRG;VRG;Verger;Verger;Verger;27;26;13.01;9.66;0.28;12.73;9.38;3.36;27;26;29
OCCITANIE;MP_GA_LAU_B1;477;Ble;LISLE-SUR-TARN;81310;81145;t;Miquelas;Miquelas;Semi-ocÃ©anique Ã  semi-continental;Paysage mixte;;;;Haut de coteau;214;10 Ã  20 %;36.00;f;Plein soleil;;f;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;Barbara CICHOSZ;27/10/2021;Barbara CICHOSZ;27/10/2021;COMMUNE_0000000009759051;Lisle-sur-Tarn;LISLE-SUR-TARN;81145;4314.83;435.96;0.64;4.12;3.57;3.48;vigne;vigne;BTH;Vigne;Blé tendre d’hiver;Vigne;10;13;4.12;3.57;0.64;3.48;2.93;0.55;10;13;50
NOUVELLE-AQUITAINE;AQ-024;177;Vigne;LISTRAC-MEDOC;33480;33248;f;Listrac;Clarke;OcÃ©anique;Open field;Bassin viticole;Paysage mixte;Bassin viticole;Plaine;19;Nulle;0.20;f;Plein soleil;Ouest;f;t;f;;Pas de pente;1978;2.00;Vigne;Information inconnue;f;f;f;f;f;;0.0;0.0;;Nathalie DASTE;07/06/2021;;;Nathalie DASTE;02/02/2018;COMMUNE_0000000009754796;Listrac-Médoc;LISTRAC-MEDOC;33248;870.32;55.65;0.35;13.43;10.96;13.07;vigne;vigne;BTH;Vigne;Blé tendre d’hiver;Vigne;6;18;13.43;10.96;0.35;13.07;10.61;2.46;6;18;14
NOUVELLE-AQUITAINE;AQ-039;297;Vigne;LISTRAC-MEDOC;33480;33248;t;104;Peyrelebade;OcÃ©anique;Open field;Bassin viticole;Paysage mixte;Bassin viticole;Plaine;39;Nulle;1.40;f;Plein soleil;Ouest;f;f;f;;;1980;1.00;Information inconnue;;f;f;f;f;f;;0.0;0.0;;Nathalie DASTE;07/06/2021;Nathalie DASTE;30/11/2020;Nathalie DASTE;30/11/2020;COMMUNE_0000000009754796;Listrac-Médoc;LISTRAC-MEDOC;33248;870.32;55.65;0.35;13.43;10.96;13.07;vigne;vigne;BTH;Vigne;Blé tendre d’hiver;Vigne;6;18;13.43;10.96;0.35;13.07;10.61;2.46;6;18;14
PAYS DE LOIRE;PDL-14;139;Ble;LOIRE;49440;49178;t;La porterie;La porterie;OcÃ©anique Ã  semi-ocÃ©anique nord;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plaine;37;Nulle;3.82;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;JÃ©rÃ©my GOURDIEN;14/04/2020;Celine BOISARD;06/12/2022;Celine BOISARD;06/12/2022;COMMUNE_0000000009744344;Loiré;LOIRE;49178;2759.84;314.24;1.04;3.81;3.65;2.78;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;11;4;3.81;3.65;1.04;2.78;2.61;0.16;11;4;81
AUVERGNE-RHÃ”NE-ALPES;RA_M01;61;Mais;LOYETTES;1360;1224;t;La MiÃ¨re;La MiÃ¨re;Semi-continental sud;Open field;Zone de grandes cultures;Autres;Zone de grandes cultures;Plaine;200;Nulle;22.85;f;Plein soleil;Nord;f;t;f;;;;;;;;;;;;;;;;Camille BAGNIS;08/06/2021;Camille BAGNIS;07/06/2023;Camille BAGNIS;08/06/2023;COMMUNE_0000000009751745;Loyettes;LOYETTES;1224;1430.8;0;1.33;2.55;2.53;1.21;MIS;MIS;MIS;Maïs;Maïs;Maïs;0;1;2.55;2.53;1.33;1.21;1.19;0.02;0;1;67
OCCITANIE;MP_GASC_AD_M3;172;Mais;LUBY-BETMONT;65220;65289;t;Le_Moulin;Le_Moulin;OcÃ©anique Ã  semi ocÃ©anique sud;Paysage mixte;;;;Fond de vallÃ©e;295;1 Ã  2%;8.56;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;Barbara CICHOSZ;16/05/2018;Camila ANDRADE;17/07/2019;COMMUNE_0000000009761541;Luby-Betmont;LUBY-BETMONT;65289;456.85;46.11;0.63;1.33;1.33;0.7;MIS;MIS;MIS;Maïs;Maïs;Maïs;10;0;1.33;1.33;0.63;0.7;0.7;0;10;0;63
CENTRE-VAL DE LOIRE;36-05;63;Ble;LUCAY-LE-MALE;36360;36103;f;la foulquetiÃ¨re;le grand moulin;Semi-continental sud;Paysage mixte;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plateau;166;Nulle;28.50;f;Semi ombragÃ©;Nord-Est;t;t;f;;;;;;;;;;;;;;;;Maryse MERIEAU;28/04/2022;Maryse MERIEAU;26/05/2020;Maryse MERIEAU;11/02/2020;COMMUNE_0000000009746838;Luçay-le-Mâle;LUCAY-LE-MALE;36103;4426.26;193.17;1.23;2.87;2.86;1.64;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;4;0;2.87;2.86;1.23;1.64;1.63;0.01;4;0;65
OCCITANIE;MP_GAR_AV_S2;170;Salade;L'UNION;31240;31561;t;Borde_Basse;Borde_Basse;OcÃ©anique Ã  semi ocÃ©anique sud;Paysage mixte;;BÃ¢tis, milieu urbain;;Plaine;145;Nulle;6.38;f;Plein soleil;Sud-Est;t;t;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;Barbara CICHOSZ;12/10/2021;Barbara CICHOSZ;14/10/2021;COMMUNE_0000000009759973;L'Union;L'UNION;31561;17.5;0;0.61;2.79;2.65;2.18;LBF;LBF;MIS;Laitue / Batavia / Feuille de chêne;Maïs;Laitue / Batavia / Feuille de chêne;0;5;2.79;2.65;0.61;2.18;2.04;0.14;0;5;3
NOUVELLE-AQUITAINE;PCB1;1;Ble;LUSIGNAN;86600;86139;t;B1;le chÃªne;OcÃ©anique Ã  semi ocÃ©anique sud;Paysage mixte;Zone de polyculture-Ã©levage;Information inconnue;Zone de polyculture-Ã©levage;Plaine;146;Nulle;2.60;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Nathalie DASTE;07/06/2021;StÃ©phane MESLIER;17/01/2023;StÃ©phane MESLIER;17/01/2023;COMMUNE_0000000009749229;Lusignan;LUSIGNAN;86139;2550.55;6.55;1.56;4.07;4.03;2.52;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;1;4.07;4.03;1.56;2.52;2.48;0.04;0;1;67
NOUVELLE-AQUITAINE;PCM2;102;Mais;LUSIGNAN;86600;86139;t;PCM2;ANVAUD;OcÃ©anique Ã  semi ocÃ©anique sud;Paysage mixte;Zone de grandes cultures;Information inconnue;Zone de grandes cultures;Plaine;124;1 Ã  2%;7.80;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Nathalie DASTE;13/06/2021;StÃ©phane MESLIER;17/01/2023;StÃ©phane MESLIER;17/01/2023;COMMUNE_0000000009749229;Lusignan;LUSIGNAN;86139;2550.55;6.55;1.56;4.07;4.03;2.52;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;1;4.07;4.03;1.56;2.52;2.48;0.04;0;1;67
NOUVELLE-AQUITAINE;AQ-008;500;Vigne;LUSSAC;33570;33261;t;Champ de Giraudon;Champ de Giraudon;OcÃ©anique Ã  semi-ocÃ©anique nord;Paysage mixte;Bassin viticole;BÃ¢tis, milieu rural;Bassin viticole;Plateau;41;Nulle;3.07;f;Plein soleil;Information inconnue;f;f;f;;Pas de pente;2005;1.20;Vigne;Pas d'intervention;f;f;f;f;t;Information inconnue;0.0;0.0;;Nathalie DASTE;27/01/2020;Antoine VERPY;20/12/2021;CÃ©lia PETITCOLLIN;05/04/2023;COMMUNE_0000000009755186;Lussac;LUSSAC;33261;1521.73;110.79;0.36;14.79;12.03;14.42;vigne;vigne;SGP;Vigne;Seigle de printemps;Vigne;7;19;14.79;12.03;0.36;14.42;11.67;2.76;7;19;65
GRAND-EST;12ENICA52003;2;Ble;MAGNEUX;52130;52300;t;Notre Dame;VallÃ©e le Prieur;Semi-continental nord;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plateau;210;1 Ã  2%;7.00;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;AurÃ©lie DUPEYRON;08/06/2020;AurÃ©lie DUPEYRON;20/10/2021;Charly CARLIER;08/06/2023;COMMUNE_0000000009738723;Magneux;MAGNEUX;52300;496.34;57.44;0.75;2.09;2.08;1.33;PPH;BTH;ORH;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Orge d'hiver;Blé tendre d’hiver;12;0;2.09;2.08;0.75;1.33;1.32;0.01;12;0;85
GRAND-EST;12ENICA52004;14;Mais;MAGNEUX;52130;52300;t;Rancourt;Rancourt;Semi-continental nord;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plaine;220;Nulle;9.33;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;AurÃ©lie DUPEYRON;08/06/2020;AurÃ©lie DUPEYRON;20/10/2021;AurÃ©lie DUPEYRON;20/10/2021;COMMUNE_0000000009738723;Magneux;MAGNEUX;52300;496.34;57.44;0.75;2.09;2.08;1.33;PPH;BTH;ORH;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Orge d'hiver;Blé tendre d’hiver;12;0;2.09;2.08;0.75;1.33;1.32;0.01;12;0;85
NORMANDIE;14170-CREPAN14-06;95;Mais;MAIZIERES;14190;14394;f;/;Les basse mottes;OcÃ©anique Ã  semi-ocÃ©anique nord;Open field;Zone de grandes cultures;;Zone de grandes cultures;Plaine;89;Nulle;10.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Emmanuel GSELL;16/01/2020;FranÃ§ois MERCIER;07/01/2019;Camila ANDRADE;17/07/2019;COMMUNE_0000000009734668;Maizières;MAIZIERES;14394;604.68;56.51;1.56;4.62;4.6;3.06;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;9;0;4.62;4.6;1.56;3.06;3.04;0.02;9;0;84
NORMANDIE;14170-CREPAN14-07;94;Ble;MAIZIERES;14190;14394;t;/;Les basses mottes;OcÃ©anique Ã  semi-ocÃ©anique nord;Open field;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;90;Nulle;10.00;f;Plein soleil;Ouest;f;f;f;;;;;;;;;;;;;;;;Julien BENOIST;30/06/2020;Julien BENOIST;16/11/2022;Julien BENOIST;28/02/2023;COMMUNE_0000000009734668;Maizières;MAIZIERES;14394;604.68;56.51;1.56;4.62;4.6;3.06;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;9;0;4.62;4.6;1.56;3.06;3.04;0.02;9;0;84
NORMANDIE;14170-CREPAN14-08;548;Ble;MAIZIERES;14190;14394;t;La fausse bodel;La fausse bodel;OcÃ©anique;Open field;Zone de grandes cultures;Open field;Zone de grandes cultures;Haut de coteau;73;2 Ã  5 %;8.50;f;Plein soleil;Nord-Ouest;f;t;f;;;;;;;;;;;;;;;;Julien BENOIST;30/06/2020;Julien BENOIST;02/12/2022;Julien BENOIST;02/12/2022;COMMUNE_0000000009734668;Maizières;MAIZIERES;14394;604.68;56.51;1.56;4.62;4.6;3.06;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;9;0;4.62;4.6;1.56;3.06;3.04;0.02;9;0;84
BOURGOGNE-FRANCHE-COMTÃ‰;BOURG-01-VI;489;Vigne;MALIGNY;89800;89242;t;Les Chaumes;Les Chaumes;Semi-continental nord;Paysage mixte;Bassin viticole;BÃ¢tis, milieu rural;Bassin viticole;Bas de coteau;154;1 Ã  2%;1.52;f;Plein soleil;Sud-Ouest;f;t;f;;Dans le sens de la pente ;1992;1.00;Autre Culture;Pas d'intervention;f;f;f;f;t;MinÃ©rale;;1.0;;Claire GROSJEAN;12/08/2020;Claire GROSJEAN;10/06/2020;Claire GROSJEAN;10/06/2020;COMMUNE_0000000009742866;Maligny;MALIGNY;89242;1247.24;56.38;0.96;6.13;5.46;5.18;vigne;vigne;BTH;Vigne;Blé tendre d’hiver;Vigne;5;11;6.13;5.46;0.96;5.18;4.51;0.67;5;11;56
GRAND-EST;55317;211;Ble;MANHEULLES;55160;55317;t;le Gue;Manheulles La Gaille;Semi-continental nord;Paysage mixte;Zone de polyculture-Ã©levage;BÃ¢tis, milieu rural;Zone de polyculture-Ã©levage;Plaine;226;Nulle;13.00;t;Plein soleil;Nord-Est;f;t;f;;;;;;;;;;;;;;;;Lorraine BERTHAUD-BRIARD;26/04/2021;Lorraine BERTHAUD-BRIARD;05/05/2023;Lorraine BERTHAUD-BRIARD;10/05/2023;COMMUNE_0000000009733362;Manheulles;MANHEULLES;55317;587.05;0;1.49;3.57;3.54;2.08;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;1;3.57;3.54;1.49;2.08;2.05;0.02;0;1;56
NORMANDIE;61354-CA14-01;411;Ble;MANTILLY;61350;61248;f;Champ Douillet;Le Quentin;OcÃ©anique;Bocage Ã  dominante polyculture Ã©levage;;;;Plateau;176;;28.00;f;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Emmanuel GSELL;14/02/2023;Emmanuel GSELL;19/02/2018;;;COMMUNE_0000000009738950;Mantilly;MANTILLY;61248;2560.09;81.73;0.69;1.53;1.51;0.84;PPH;MIE;MIE;Prairie permanente - herbe prédominante (ressources fourragères ligneuses absentes ou peu présentes);Maïs ensilage;Maïs ensilage;3;1;1.53;1.51;0.69;0.84;0.82;0.02;3;1;88
OCCITANIE;LR_M_34_1;3;Mais;MARAUSSAN;34370;34148;t;Feracci;ChÃ¢teau de Perdiguier;MÃ©diterranÃ©en, zone de l'olivier;Paysage mixte;Bassin viticole;;Bassin viticole;Plaine;20;1 Ã  2%;3.80;f;Plein soleil;Sud;f;f;f;;;;;;;;;;;;;;;;Camila ANDRADE;05/06/2019;Nicolas ANDRE;05/01/2023;Nicolas ANDRE;05/01/2023;COMMUNE_0000000009761174;Maraussan;MARAUSSAN;34148;598.44;178.21;0.37;6.7;5.73;6.33;vigne;vigne;BDH;Vigne;Blé dur d’hiver;Vigne;30;14;6.7;5.73;0.37;6.33;5.37;0.96;30;14;48
HAUTS-DE-FRANCE;PIC 05;337;Ble;MARCELCAVE;80800;80507;t;CimetiÃ¨re civil;;OcÃ©anique;Open field;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;96;;21.00;f;Plein soleil;Ouest;t;t;f;;;;;;;;;;;;;;;;Vincent DUVAL;23/03/2021;Alexis BLIOT;25/04/2023;Alexis BLIOT;25/04/2023;COMMUNE_0000000009729430;Marcelcave;MARCELCAVE;80507;1035.77;0;2.06;7.13;7.11;5.08;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;0;7.13;7.11;2.06;5.08;5.05;0.02;0;0;83
HAUTS-DE-FRANCE;PIC 17;131;Ble;MARCELCAVE;80800;80507;t;Station Ã©puration;rue du 11 Novembre;Semi-ocÃ©anique Ã  semi-continental;Paysage mixte;Zone de grandes cultures;BÃ¢tis, milieu rural;Zone de grandes cultures;Plaine;95;Nulle;7.69;f;Plein soleil;Sud-Ouest;t;t;f;;;;;;;;;;;;;;;;Vincent DUVAL;25/03/2021;Marianne DEMEILLEUR;30/03/2023;Marianne DEMEILLEUR;30/03/2023;COMMUNE_0000000009729430;Marcelcave;MARCELCAVE;80507;1035.77;0;2.06;7.13;7.11;5.08;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;0;0;7.13;7.11;2.06;5.08;5.05;0.02;0;0;83
HAUTS-DE-FRANCE;59252MAR;391;Ble;MARCQ-EN-OSTREVENT;59252;59379;t;Bois Verriez;;OcÃ©anique Ã  semi-ocÃ©anique nord;Open field;Zone de grandes cultures;Open field;Zone de grandes cultures;Plaine;53;1 Ã  2%;6.50;f;Plein soleil;Sud-Ouest;f;f;f;;;;;;;;;;;;;;;;Samuel BUECHE;23/07/2020;Samuel BUECHE;30/01/2023;Samuel BUECHE;30/01/2023;COMMUNE_0000000009727997;Marcq-en-Ostrevent;MARCQ-EN-OSTREVENT;59379;524.17;89.68;1.49;5.76;5.68;4.27;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;17;1;5.76;5.68;1.49;4.27;4.19;0.08;17;1;84
GRAND-EST;15ENICA51014;503;Salade;MARDEUIL;51530;51344;t;le champ du bas;La Borde;Semi-ocÃ©anique Ã  semi-continental;Paysage mixte;Bassin viticole;Open field;Bassin viticole;Bas de coteau;73;1 Ã  2%;0.77;f;Plein soleil;Nord-Ouest;f;t;f;;;;;;;;;;;;;;;;AurÃ©lie DUPEYRON;08/06/2020;J BEUZELIN;08/07/2020;J BEUZELIN;10/12/2021;COMMUNE_0000000009734432;Mardeuil;MARDEUIL;51344;605.37;10.77;1.38;7.96;6.74;6.57;vigne;vigne;BTH;Vigne;Blé tendre d’hiver;Vigne;2;15;7.96;6.74;1.38;6.57;5.36;1.21;2;15;65
PAYS DE LOIRE;PDL-06;392;Ble;MARIGNE-PEUTON;53200;53145;t;Le petit Ã©tang;le logis d'aulnay;OcÃ©anique Ã  semi-ocÃ©anique nord;Bocage Ã  dominante polyculture Ã©levage;Zone de polyculture-Ã©levage;Paysage mixte;Zone de polyculture-Ã©levage;Plaine;80;Nulle;3.00;f;Plein soleil;Sud-Ouest;f;t;f;;;;;;;;;;;;;;;;Celine BOISARD;26/10/2021;JÃ©rÃ©my GOURDIEN;05/06/2023;Celine BOISARD;03/11/2022;COMMUNE_0000000009742985;Marigné-Peuton;MARIGNE-PEUTON;53145;1340.8;223.65;0.98;3.2;3.07;2.23;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;17;4;3.2;3.07;0.98;2.23;2.1;0.13;17;4;81
NOUVELLE-AQUITAINE;PCS1;105;Salade;MARIGNY-BRIZAY;86380;86115;t;PCS1;le parc au roger;OcÃ©anique Ã  semi ocÃ©anique sud;Paysage mixte;Zone maraÃ®chÃ¨re;Information inconnue;Zone maraÃ®chÃ¨re;Plaine;78;1 Ã  2%;0.50;t;Plein soleil;Ouest;f;t;f;;;;;;;;;;;;;;;;Nathalie DASTE;07/06/2021;StÃ©phane MESLIER;20/01/2023;StÃ©phane MESLIER;20/01/2023;COMMUNE_0000000009748392;Jaunay-Marigny;JAUNAY-MARIGNY;86115;3018.13;283.74;1.34;3.56;3.42;2.22;BTH;BTH;BTH;Blé tendre d’hiver;Blé tendre d’hiver;Blé tendre d’hiver;9;4;3.56;3.42;1.34;2.22;2.08;0.14;9;4;62
